#SampleID	RSID	visitno	sex	RUNCENTER	HMPbodysubsite	Mislabeled	Contaminated	Description
700097008	161028021	1	female	JCVI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097008_from_subject_161028021__sex_female_
700097009	161028021	1	female	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097009_from_subject_161028021__sex_female_
700097010	161028021	1	female	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097010_from_subject_161028021__sex_female_
700097011	161028021	1	female	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097011_from_subject_161028021__sex_female_
700097012	161028021	1	female	JCVI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097012_from_subject_161028021__sex_female_
700097013	161028021	1	female	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097013_from_subject_161028021__sex_female_
700097015	161028021	1	female	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097015_from_subject_161028021__sex_female_
700097016	161028021	1	female	JCVI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097016_from_subject_161028021__sex_female_
700097017	161028021	1	female	JCVI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097017_from_subject_161028021__sex_female_
700097018	161028021	1	female	JCVI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097018_from_subject_161028021__sex_female_
700097019	161028021	1	female	JCVI	Vaginal_introitus	FALSE	FALSE	HMP_Human_metagenome_sample_700097019_from_subject_161028021__sex_female_
700097020	161028021	1	female	JCVI	Mid_vagina	FALSE	FALSE	HMP_Human_metagenome_sample_700097020_from_subject_161028021__sex_female_
700097021	161028021	1	female	JCVI	Posterior_fornix	FALSE	FALSE	HMP_Human_metagenome_sample_700097021_from_subject_161028021__sex_female_
700097116	160967330	1	male	JCVI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097116_from_subject_160967330__sex_male_
700097120	160967330	1	male	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097120_from_subject_160967330__sex_male_
700097122	160967330	1	male	JCVI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097122_from_subject_160967330__sex_male_
700097123	160967330	1	male	JCVI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097123_from_subject_160967330__sex_male_
700097124	160967330	1	male	JCVI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097124_from_subject_160967330__sex_male_
700097125	160967330	1	male	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097125_from_subject_160967330__sex_male_
700097126	160967330	1	male	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097126_from_subject_160967330__sex_male_
700097127	160967330	1	male	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097127_from_subject_160967330__sex_male_
700097128	160967330	1	male	JCVI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097128_from_subject_160967330__sex_male_
700097129	160967330	1	male	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097129_from_subject_160967330__sex_male_
700097130	160967330	1	male	JCVI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097130_from_subject_160967330__sex_male_
700097131	160967330	1	male	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097131_from_subject_160967330__sex_male_
700097132	160967330	1	male	JCVI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097132_from_subject_160967330__sex_male_
700097133	160967330	1	male	JCVI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097133_from_subject_160967330__sex_male_
700097134	160967330	1	male	JCVI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097134_from_subject_160967330__sex_male_
700097177	158479027	2	male	BI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097177_from_subject_158479027__sex_male_
700097181	158479027	2	male	BI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097181_from_subject_158479027__sex_male_
700097183	158479027	2	male	BI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097183_from_subject_158479027__sex_male_
700097184	158479027	2	male	BI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097184_from_subject_158479027__sex_male_
700097185	158479027	2	male	BI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097185_from_subject_158479027__sex_male_
700097186	158479027	2	male	BI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097186_from_subject_158479027__sex_male_
700097187	158479027	2	male	BI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097187_from_subject_158479027__sex_male_
700097188	158479027	2	male	BI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097188_from_subject_158479027__sex_male_
700097189	158479027	2	male	BI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097189_from_subject_158479027__sex_male_
700097190	158479027	2	male	BI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097190_from_subject_158479027__sex_male_
700097191	158479027	2	male	BI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097191_from_subject_158479027__sex_male_
700097192	158479027	2	male	BI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097192_from_subject_158479027__sex_male_
700097193	158479027	2	male	BI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097193_from_subject_158479027__sex_male_
700097195	158479027	2	male	BI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097195_from_subject_158479027__sex_male_
700097234	158216035	2	male	BCM	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097234_from_subject_158216035__sex_male_
700097238	158216035	2	male	BCM	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097238_from_subject_158216035__sex_male_
700097240	158216035	2	male	BCM	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097240_from_subject_158216035__sex_male_
700097241	158216035	2	male	BCM	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097241_from_subject_158216035__sex_male_
700097242	158216035	2	male	BCM	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097242_from_subject_158216035__sex_male_
700097243	158216035	2	male	BCM	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097243_from_subject_158216035__sex_male_
700097244	158216035	2	male	BCM	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097244_from_subject_158216035__sex_male_
700097245	158216035	2	male	BCM	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097245_from_subject_158216035__sex_male_
700097246	158216035	2	male	BCM	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097246_from_subject_158216035__sex_male_
700097247	158216035	2	male	BCM	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097247_from_subject_158216035__sex_male_
700097248	158216035	2	male	BCM	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097248_from_subject_158216035__sex_male_
700097249	158216035	2	male	BCM	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097249_from_subject_158216035__sex_male_
700097251	158216035	2	male	BCM	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097251_from_subject_158216035__sex_male_
700097252	158216035	2	male	BCM	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097252_from_subject_158216035__sex_male_
700097291	158013734	2	female	BCM	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097291_from_subject_158013734__sex_female_
700097295	158013734	2	female	BCM	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097295_from_subject_158013734__sex_female_
700097297	158013734	2	female	BCM	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097297_from_subject_158013734__sex_female_
700097298	158013734	2	female	BCM	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097298_from_subject_158013734__sex_female_
700097299	158013734	2	female	BCM	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097299_from_subject_158013734__sex_female_
700097300	158013734	2	female	BCM	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097300_from_subject_158013734__sex_female_
700097301	158013734	2	female	BCM	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097301_from_subject_158013734__sex_female_
700097302	158013734	2	female	BCM	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097302_from_subject_158013734__sex_female_
700097303	158013734	2	female	BCM	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097303_from_subject_158013734__sex_female_
700097304	158013734	2	female	BCM	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097304_from_subject_158013734__sex_female_
700097305	158013734	2	female	BCM	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097305_from_subject_158013734__sex_female_
700097306	158013734	2	female	BCM	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097306_from_subject_158013734__sex_female_
700097309	158013734	2	female	BCM	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097309_from_subject_158013734__sex_female_
700097310	158013734	2	female	BCM	Vaginal_introitus	FALSE	FALSE	HMP_Human_metagenome_sample_700097310_from_subject_158013734__sex_female_
700097311	158013734	2	female	BCM	Mid_vagina	FALSE	FALSE	HMP_Human_metagenome_sample_700097311_from_subject_158013734__sex_female_
700097312	158013734	2	female	BCM	Posterior_fornix	FALSE	FALSE	HMP_Human_metagenome_sample_700097312_from_subject_158013734__sex_female_
700097357	161331472	1	male	JCVI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097357_from_subject_161331472__sex_male_
700097361	161331472	1	male	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097361_from_subject_161331472__sex_male_
700097363	161331472	1	male	JCVI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097363_from_subject_161331472__sex_male_
700097364	161331472	1	male	JCVI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097364_from_subject_161331472__sex_male_
700097365	161331472	1	male	JCVI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097365_from_subject_161331472__sex_male_
700097366	161331472	1	male	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097366_from_subject_161331472__sex_male_
700097367	161331472	1	male	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097367_from_subject_161331472__sex_male_
700097368	161331472	1	male	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097368_from_subject_161331472__sex_male_
700097369	161331472	1	male	JCVI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097369_from_subject_161331472__sex_male_
700097370	161331472	1	male	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097370_from_subject_161331472__sex_male_
700097371	161331472	1	male	JCVI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097371_from_subject_161331472__sex_male_
700097372	161331472	1	male	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097372_from_subject_161331472__sex_male_
700097373	161331472	1	male	JCVI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097373_from_subject_161331472__sex_male_
700097374	161331472	1	male	JCVI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097374_from_subject_161331472__sex_male_
700097375	161331472	1	male	JCVI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097375_from_subject_161331472__sex_male_
700097415	161493313	1	female	JCVI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097415_from_subject_161493313__sex_female_
700097419	161493313	1	female	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097419_from_subject_161493313__sex_female_
700097421	161493313	1	female	JCVI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097421_from_subject_161493313__sex_female_
700097423	161493313	1	female	JCVI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097423_from_subject_161493313__sex_female_
700097424	161493313	1	female	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097424_from_subject_161493313__sex_female_
700097425	161493313	1	female	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097425_from_subject_161493313__sex_female_
700097426	161493313	1	female	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097426_from_subject_161493313__sex_female_
700097427	161493313	1	female	JCVI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097427_from_subject_161493313__sex_female_
700097428	161493313	1	female	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097428_from_subject_161493313__sex_female_
700097429	161493313	1	female	JCVI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097429_from_subject_161493313__sex_female_
700097430	161493313	1	female	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097430_from_subject_161493313__sex_female_
700097432	161493313	1	female	JCVI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097432_from_subject_161493313__sex_female_
700097433	161493313	1	female	JCVI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097433_from_subject_161493313__sex_female_
700097434	161493313	1	female	JCVI	Vaginal_introitus	FALSE	FALSE	HMP_Human_metagenome_sample_700097434_from_subject_161493313__sex_female_
700097435	161493313	1	female	JCVI	Mid_vagina	FALSE	FALSE	HMP_Human_metagenome_sample_700097435_from_subject_161493313__sex_female_
700097436	161493313	1	female	JCVI	Posterior_fornix	FALSE	FALSE	HMP_Human_metagenome_sample_700097436_from_subject_161493313__sex_female_
700097481	161473083	1	female	"BCM,JCVI"	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097481_from_subject_161473083__sex_female_
700097485	161473083	1	female	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097485_from_subject_161473083__sex_female_
700097487	161473083	1	female	"BCM,JCVI"	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097487_from_subject_161473083__sex_female_
700097488	161473083	1	female	JCVI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097488_from_subject_161473083__sex_female_
700097489	161473083	1	female	"BCM,JCVI"	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097489_from_subject_161473083__sex_female_
700097490	161473083	1	female	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097490_from_subject_161473083__sex_female_
700097491	161473083	1	female	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097491_from_subject_161473083__sex_female_
700097492	161473083	1	female	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097492_from_subject_161473083__sex_female_
700097493	161473083	1	female	"BCM,JCVI"	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097493_from_subject_161473083__sex_female_
700097494	161473083	1	female	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097494_from_subject_161473083__sex_female_
700097495	161473083	1	female	JCVI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097495_from_subject_161473083__sex_female_
700097496	161473083	1	female	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097496_from_subject_161473083__sex_female_
700097499	161473083	1	female	"BCM,JCVI"	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097499_from_subject_161473083__sex_female_
700097500	161473083	1	female	JCVI	Vaginal_introitus	FALSE	FALSE	HMP_Human_metagenome_sample_700097500_from_subject_161473083__sex_female_
700097501	161473083	1	female	JCVI	Mid_vagina	FALSE	FALSE	HMP_Human_metagenome_sample_700097501_from_subject_161473083__sex_female_
700097502	161473083	1	female	"BCM,JCVI"	Posterior_fornix	FALSE	FALSE	HMP_Human_metagenome_sample_700097502_from_subject_161473083__sex_female_
700097570	161270782	1	male	JCVI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097570_from_subject_161270782__sex_male_
700097574	161270782	1	male	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097574_from_subject_161270782__sex_male_
700097576	161270782	1	male	JCVI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097576_from_subject_161270782__sex_male_
700097577	161270782	1	male	JCVI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097577_from_subject_161270782__sex_male_
700097578	161270782	1	male	JCVI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097578_from_subject_161270782__sex_male_
700097579	161270782	1	male	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097579_from_subject_161270782__sex_male_
700097580	161270782	1	male	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097580_from_subject_161270782__sex_male_
700097581	161270782	1	male	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097581_from_subject_161270782__sex_male_
700097582	161270782	1	male	JCVI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097582_from_subject_161270782__sex_male_
700097583	161270782	1	male	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097583_from_subject_161270782__sex_male_
700097585	161270782	1	male	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097585_from_subject_161270782__sex_male_
700097586	161270782	1	male	JCVI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097586_from_subject_161270782__sex_male_
700097587	161270782	1	male	JCVI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097587_from_subject_161270782__sex_male_
700097588	161270782	1	male	JCVI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097588_from_subject_161270782__sex_male_
700097631	158155345	2	male	BCM	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097631_from_subject_158155345__sex_male_
700097635	158155345	2	male	BCM	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097635_from_subject_158155345__sex_male_
700097637	158155345	2	male	BCM	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097637_from_subject_158155345__sex_male_
700097638	158155345	2	male	BCM	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097638_from_subject_158155345__sex_male_
700097639	158155345	2	male	BCM	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097639_from_subject_158155345__sex_male_
700097640	158155345	2	male	BCM	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097640_from_subject_158155345__sex_male_
700097641	158155345	2	male	BCM	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097641_from_subject_158155345__sex_male_
700097642	158155345	2	male	BCM	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097642_from_subject_158155345__sex_male_
700097643	158155345	2	male	BCM	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097643_from_subject_158155345__sex_male_
700097644	158155345	2	male	BCM	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097644_from_subject_158155345__sex_male_
700097645	158155345	2	male	BCM	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097645_from_subject_158155345__sex_male_
700097646	158155345	2	male	BCM	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097646_from_subject_158155345__sex_male_
700097688	158256496	2	female	BI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097688_from_subject_158256496__sex_female_
700097692	158256496	2	female	BI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097692_from_subject_158256496__sex_female_
700097694	158256496	2	female	BI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097694_from_subject_158256496__sex_female_
700097695	158256496	2	female	BI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097695_from_subject_158256496__sex_female_
700097696	158256496	2	female	BI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097696_from_subject_158256496__sex_female_
700097697	158256496	2	female	BI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097697_from_subject_158256496__sex_female_
700097698	158256496	2	female	BI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097698_from_subject_158256496__sex_female_
700097699	158256496	2	female	BI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097699_from_subject_158256496__sex_female_
700097700	158256496	2	female	BI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097700_from_subject_158256496__sex_female_
700097701	158256496	2	female	BI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097701_from_subject_158256496__sex_female_
700097702	158256496	2	female	BI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097702_from_subject_158256496__sex_female_
700097703	158256496	2	female	BI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097703_from_subject_158256496__sex_female_
700097704	158256496	2	female	BI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097704_from_subject_158256496__sex_female_
700097706	158256496	2	female	BI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097706_from_subject_158256496__sex_female_
700097707	158256496	2	female	BI	Vaginal_introitus	FALSE	FALSE	HMP_Human_metagenome_sample_700097707_from_subject_158256496__sex_female_
700097708	158256496	2	female	BI	Mid_vagina	FALSE	FALSE	HMP_Human_metagenome_sample_700097708_from_subject_158256496__sex_female_
700097709	158256496	2	female	BI	Posterior_fornix	FALSE	FALSE	HMP_Human_metagenome_sample_700097709_from_subject_158256496__sex_female_
700097754	161554003	1	male	JCVI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097754_from_subject_161554003__sex_male_
700097758	161554003	1	male	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097758_from_subject_161554003__sex_male_
700097760	161554003	1	male	JCVI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097760_from_subject_161554003__sex_male_
700097761	161554003	1	male	JCVI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097761_from_subject_161554003__sex_male_
700097762	161554003	1	male	JCVI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097762_from_subject_161554003__sex_male_
700097763	161554003	1	male	JCVI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097763_from_subject_161554003__sex_male_
700097764	161554003	1	male	JCVI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097764_from_subject_161554003__sex_male_
700097765	161554003	1	male	JCVI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097765_from_subject_161554003__sex_male_
700097766	161554003	1	male	JCVI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097766_from_subject_161554003__sex_male_
700097767	161554003	1	male	JCVI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097767_from_subject_161554003__sex_male_
700097768	161554003	1	male	JCVI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097768_from_subject_161554003__sex_male_
700097769	161554003	1	male	JCVI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097769_from_subject_161554003__sex_male_
700097770	161554003	1	male	JCVI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097770_from_subject_161554003__sex_male_
700097771	161554003	1	male	JCVI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097771_from_subject_161554003__sex_male_
700097772	161554003	1	male	JCVI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097772_from_subject_161554003__sex_male_
700097837	158337416	2	female	BI	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097837_from_subject_158337416__sex_female_
700097841	158337416	2	female	BI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097841_from_subject_158337416__sex_female_
700097843	158337416	2	female	BI	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097843_from_subject_158337416__sex_female_
700097844	158337416	2	female	BI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097844_from_subject_158337416__sex_female_
700097845	158337416	2	female	BI	Buccal_mucosa	FALSE	FALSE	HMP_Human_metagenome_sample_700097845_from_subject_158337416__sex_female_
700097846	158337416	2	female	BI	Attached_Keratinized_gingiva	FALSE	FALSE	HMP_Human_metagenome_sample_700097846_from_subject_158337416__sex_female_
700097847	158337416	2	female	BI	Palatine_Tonsils	FALSE	FALSE	HMP_Human_metagenome_sample_700097847_from_subject_158337416__sex_female_
700097848	158337416	2	female	BI	Throat	FALSE	FALSE	HMP_Human_metagenome_sample_700097848_from_subject_158337416__sex_female_
700097849	158337416	2	female	BI	Supragingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097849_from_subject_158337416__sex_female_
700097850	158337416	2	female	BI	Subgingival_plaque	FALSE	FALSE	HMP_Human_metagenome_sample_700097850_from_subject_158337416__sex_female_
700097851	158337416	2	female	BI	Left_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097851_from_subject_158337416__sex_female_
700097852	158337416	2	female	BI	Right_Retroauricular_crease	FALSE	FALSE	HMP_Human_metagenome_sample_700097852_from_subject_158337416__sex_female_
700097853	158337416	2	female	BI	Left_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097853_from_subject_158337416__sex_female_
700097854	158337416	2	female	BI	Right_Antecubital_fossa	FALSE	FALSE	HMP_Human_metagenome_sample_700097854_from_subject_158337416__sex_female_
700097855	158337416	2	female	BI	Anterior_nares	FALSE	FALSE	HMP_Human_metagenome_sample_700097855_from_subject_158337416__sex_female_
700097856	158337416	2	female	BI	Vaginal_introitus	FALSE	FALSE	HMP_Human_metagenome_sample_700097856_from_subject_158337416__sex_female_
700097857	158337416	2	female	BI	Mid_vagina	FALSE	FALSE	HMP_Human_metagenome_sample_700097857_from_subject_158337416__sex_female_
700097858	158337416	2	female	BI	Posterior_fornix	FALSE	FALSE	HMP_Human_metagenome_sample_700097858_from_subject_158337416__sex_female_
700097906	638754422	1	female	"BCM,JCVI"	Stool	FALSE	FALSE	HMP_Human_metagenome_sample_700097906_from_subject_638754422__sex_female_
700097910	638754422	1	female	JCVI	Saliva	FALSE	FALSE	HMP_Human_metagenome_sample_700097910_from_subject_638754422__sex_female_
700097912	638754422	1	female	"BCM,JCVI"	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700097912_from_subject_638754422__sex_female_
700097913	638754422	1	female	JCVI	Hard_palate	FALSE	FALSE	HMP_Human_metagenome_sample_700097913_from_subject_638754422__sex_female_
