#SampleID	RSID	visitno	sex	RUNCENTER	HMPbodysubsite	Mislabeled	Contaminated	Description
700013549	158013734	1	female	BCM	Stool	NA	NA	HMP_Human_metagenome_sample_700013549_from_subject_158013734__sex_female_
700014386	158398106	1	male	"BCM,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700014386_from_subject_158398106__sex_male_
700014403	158398106	1	male	"BCM,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014403_from_subject_158398106__sex_male_
700014409	158398106	1	male	"BCM,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014409_from_subject_158398106__sex_male_
700014412	158398106	1	male	"BCM,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014412_from_subject_158398106__sex_male_
700014415	158398106	1	male	"BCM,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014415_from_subject_158398106__sex_male_
700014418	158398106	1	male	"BCM,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014418_from_subject_158398106__sex_male_
700014421	158398106	1	male	"BCM,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014421_from_subject_158398106__sex_male_
700014424	158398106	1	male	"BCM,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700014424_from_subject_158398106__sex_male_
700014427	158398106	1	male	"BCM,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014427_from_subject_158398106__sex_male_
700014430	158398106	1	male	"BCM,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014430_from_subject_158398106__sex_male_
700014442	158398106	1	male	"BCM,BI"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700014442_from_subject_158398106__sex_male_
700014445	158398106	1	male	"BCM,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700014445_from_subject_158398106__sex_male_
700014488	158438567	1	male	"BI,BCM"	Stool	NA	NA	HMP_Human_metagenome_sample_700014488_from_subject_158438567__sex_male_
700014497	158418336	1	male	"BI,BCM"	Stool	NA	NA	HMP_Human_metagenome_sample_700014497_from_subject_158418336__sex_male_
700014501	158418336	1	male	"BCM,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014501_from_subject_158418336__sex_male_
700014515	158418336	1	male	"BCM,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014515_from_subject_158418336__sex_male_
700014516	158418336	1	male	"BCM,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014516_from_subject_158418336__sex_male_
700014517	158418336	1	male	"BCM,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014517_from_subject_158418336__sex_male_
700014518	158418336	1	male	"BCM,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014518_from_subject_158418336__sex_male_
700014519	158418336	1	male	"BCM,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014519_from_subject_158418336__sex_male_
700014520	158418336	1	male	"BCM,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700014520_from_subject_158418336__sex_male_
700014521	158418336	1	male	"BCM,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014521_from_subject_158418336__sex_male_
700014522	158418336	1	male	"BCM,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014522_from_subject_158418336__sex_male_
700014523	158418336	1	male	"BCM,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014523_from_subject_158418336__sex_male_
700014524	158418336	1	male	"BCM,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014524_from_subject_158418336__sex_male_
700014526	158418336	1	male	"BCM,BI"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700014526_from_subject_158418336__sex_male_
700014527	158418336	1	male	"BCM,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700014527_from_subject_158418336__sex_male_
700014555	158458797	1	female	"BI,BCM"	Stool	NA	NA	HMP_Human_metagenome_sample_700014555_from_subject_158458797__sex_female_
700014559	158458797	1	female	"BCM,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014559_from_subject_158458797__sex_female_
700014603	158438567	1	male	"BCM,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014603_from_subject_158438567__sex_male_
700014604	158438567	1	male	"BCM,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700014604_from_subject_158438567__sex_male_
700014605	158438567	1	male	"BCM,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014605_from_subject_158438567__sex_male_
700014606	158438567	1	male	"BCM,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014606_from_subject_158438567__sex_male_
700014607	158438567	1	male	"BCM,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014607_from_subject_158438567__sex_male_
700014608	158438567	1	male	"BCM,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014608_from_subject_158438567__sex_male_
700014609	158438567	1	male	"BCM,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014609_from_subject_158438567__sex_male_
700014611	158438567	1	male	"BI,BCM"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014611_from_subject_158438567__sex_male_
700014612	158438567	1	male	"BCM,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014612_from_subject_158438567__sex_male_
700014718	158479027	1	male	"JCVI,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700014718_from_subject_158479027__sex_male_
700014731	158458797	1	female	"BCM,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014731_from_subject_158458797__sex_female_
700014734	158458797	1	female	"BCM,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014734_from_subject_158458797__sex_female_
700014737	158458797	1	female	"BCM,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014737_from_subject_158458797__sex_female_
700014740	158458797	1	female	"BCM,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014740_from_subject_158458797__sex_female_
700014743	158458797	1	female	"BCM,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014743_from_subject_158458797__sex_female_
700014746	158458797	1	female	"BCM,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700014746_from_subject_158458797__sex_female_
700014749	158458797	1	female	"BCM,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014749_from_subject_158458797__sex_female_
700014752	158458797	1	female	"BCM,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014752_from_subject_158458797__sex_female_
700014755	158458797	1	female	"BCM,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014755_from_subject_158458797__sex_female_
700014767	158458797	1	female	"BCM,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700014767_from_subject_158458797__sex_female_
700014770	158458797	1	female	"BCM,BI"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700014770_from_subject_158458797__sex_female_
700014773	158458797	1	female	"BI,BCM"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700014773_from_subject_158458797__sex_female_
700014776	158458797	1	female	"BCM,BI"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700014776_from_subject_158458797__sex_female_
700014783	158479027	1	male	"JCVI,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014783_from_subject_158479027__sex_male_
700014785	158479027	1	male	"JCVI,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014785_from_subject_158479027__sex_male_
700014786	158479027	1	male	"JCVI,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014786_from_subject_158479027__sex_male_
700014787	158479027	1	male	"JCVI,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014787_from_subject_158479027__sex_male_
700014788	158479027	1	male	"JCVI,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014788_from_subject_158479027__sex_male_
700014789	158479027	1	male	"JCVI,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014789_from_subject_158479027__sex_male_
700014790	158479027	1	male	"JCVI,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700014790_from_subject_158479027__sex_male_
700014791	158479027	1	male	"JCVI,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014791_from_subject_158479027__sex_male_
700014792	158479027	1	male	"JCVI,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014792_from_subject_158479027__sex_male_
700014793	158479027	1	male	"JCVI,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014793_from_subject_158479027__sex_male_
700014794	158479027	1	male	"JCVI,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014794_from_subject_158479027__sex_male_
700014796	158479027	1	male	"JCVI,BI"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700014796_from_subject_158479027__sex_male_
700014797	158479027	1	male	"JCVI,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700014797_from_subject_158479027__sex_male_
700014828	158721788	1	male	"JCVI,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700014828_from_subject_158721788__sex_male_
700014832	158499257	1	male	"JCVI,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700014832_from_subject_158499257__sex_male_
700014909	158499257	1	male	"JCVI,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014909_from_subject_158499257__sex_male_
700014911	158499257	1	male	"JCVI,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014911_from_subject_158499257__sex_male_
700014912	158499257	1	male	"JCVI,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014912_from_subject_158499257__sex_male_
700014913	158499257	1	male	"JCVI,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014913_from_subject_158499257__sex_male_
700014914	158499257	1	male	"JCVI,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014914_from_subject_158499257__sex_male_
700014915	158499257	1	male	"JCVI,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014915_from_subject_158499257__sex_male_
700014916	158499257	1	male	"JCVI,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700014916_from_subject_158499257__sex_male_
700014917	158499257	1	male	"JCVI,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014917_from_subject_158499257__sex_male_
700014918	158499257	1	male	"JCVI,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014918_from_subject_158499257__sex_male_
700014919	158499257	1	male	"JCVI,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014919_from_subject_158499257__sex_male_
700014920	158499257	1	male	"JCVI,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014920_from_subject_158499257__sex_male_
700014921	158499257	1	male	"JCVI,BI"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700014921_from_subject_158499257__sex_male_
700014923	158499257	1	male	"JCVI,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700014923_from_subject_158499257__sex_male_
700014954	158822939	1	male	"JCVI,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700014954_from_subject_158822939__sex_male_
700014965	158822939	1	male	"JCVI,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700014965_from_subject_158822939__sex_male_
700014971	158822939	1	male	"JCVI,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700014971_from_subject_158822939__sex_male_
700014974	158822939	1	male	"JCVI,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700014974_from_subject_158822939__sex_male_
700014977	158822939	1	male	"JCVI,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700014977_from_subject_158822939__sex_male_
700014980	158822939	1	male	"JCVI,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700014980_from_subject_158822939__sex_male_
700014983	158822939	1	male	"JCVI,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700014983_from_subject_158822939__sex_male_
700014986	158822939	1	male	"JCVI,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700014986_from_subject_158822939__sex_male_
700014989	158822939	1	male	"JCVI,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014989_from_subject_158822939__sex_male_
700014992	158822939	1	male	"JCVI,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700014992_from_subject_158822939__sex_male_
700014995	158822939	1	male	"JCVI,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014995_from_subject_158822939__sex_male_
700014998	158822939	1	male	"JCVI,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700014998_from_subject_158822939__sex_male_
700015001	158822939	1	male	"JCVI,WUGC"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015001_from_subject_158822939__sex_male_
700015004	158822939	1	male	"JCVI,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015004_from_subject_158822939__sex_male_
700015007	158822939	1	male	"JCVI,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015007_from_subject_158822939__sex_male_
700015068	158721788	1	male	"JCVI,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015068_from_subject_158721788__sex_male_
700015070	158721788	1	male	"JCVI,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015070_from_subject_158721788__sex_male_
700015071	158721788	1	male	"JCVI,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015071_from_subject_158721788__sex_male_
700015072	158721788	1	male	"JCVI,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015072_from_subject_158721788__sex_male_
700015073	158721788	1	male	"JCVI,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015073_from_subject_158721788__sex_male_
700015074	158721788	1	male	"JCVI,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015074_from_subject_158721788__sex_male_
700015075	158721788	1	male	"JCVI,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700015075_from_subject_158721788__sex_male_
700015076	158721788	1	male	"JCVI,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015076_from_subject_158721788__sex_male_
700015077	158721788	1	male	"JCVI,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015077_from_subject_158721788__sex_male_
700015078	158721788	1	male	"JCVI,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015078_from_subject_158721788__sex_male_
700015079	158721788	1	male	"JCVI,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015079_from_subject_158721788__sex_male_
700015080	158721788	1	male	"JCVI,BI"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015080_from_subject_158721788__sex_male_
700015082	158721788	1	male	"JCVI,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015082_from_subject_158721788__sex_male_
700015113	158883629	1	female	"BI,BCM"	Stool	NA	NA	HMP_Human_metagenome_sample_700015113_from_subject_158883629__sex_female_
700015125	158883629	1	female	"BCM,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015125_from_subject_158883629__sex_female_
700015131	158883629	1	female	"BCM,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015131_from_subject_158883629__sex_female_
700015134	158883629	1	female	"BCM,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015134_from_subject_158883629__sex_female_
700015137	158883629	1	female	"BCM,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015137_from_subject_158883629__sex_female_
700015140	158883629	1	female	"BCM,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015140_from_subject_158883629__sex_female_
700015143	158883629	1	female	"BCM,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015143_from_subject_158883629__sex_female_
700015146	158883629	1	female	"BCM,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700015146_from_subject_158883629__sex_female_
700015149	158883629	1	female	"BCM,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015149_from_subject_158883629__sex_female_
700015152	158883629	1	female	"BCM,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015152_from_subject_158883629__sex_female_
700015158	158883629	1	female	"BCM,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015158_from_subject_158883629__sex_female_
700015161	158883629	1	female	"BCM,BI"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015161_from_subject_158883629__sex_female_
700015167	158883629	1	female	"BCM,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015167_from_subject_158883629__sex_female_
700015170	158883629	1	female	"BCM,BI"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700015170_from_subject_158883629__sex_female_
700015173	158883629	1	female	"BCM,BI"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700015173_from_subject_158883629__sex_female_
700015176	158883629	1	female	"BCM,BI"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700015176_from_subject_158883629__sex_female_
700015179	158742018	1	female	"BI,BCM"	Stool	NA	NA	HMP_Human_metagenome_sample_700015179_from_subject_158742018__sex_female_
700015191	158742018	1	female	"BCM,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015191_from_subject_158742018__sex_female_
700015197	158742018	1	female	"BCM,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015197_from_subject_158742018__sex_female_
700015200	158742018	1	female	"BCM,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015200_from_subject_158742018__sex_female_
700015203	158742018	1	female	"BCM,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015203_from_subject_158742018__sex_female_
700015206	158742018	1	female	"BCM,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015206_from_subject_158742018__sex_female_
700015209	158742018	1	female	"BCM,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015209_from_subject_158742018__sex_female_
700015212	158742018	1	female	"BCM,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700015212_from_subject_158742018__sex_female_
700015215	158742018	1	female	"BCM,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015215_from_subject_158742018__sex_female_
700015218	158742018	1	female	"BCM,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015218_from_subject_158742018__sex_female_
700015221	158742018	1	female	"BCM,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015221_from_subject_158742018__sex_female_
700015230	158742018	1	female	"BCM,BI"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015230_from_subject_158742018__sex_female_
700015233	158742018	1	female	"BCM,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015233_from_subject_158742018__sex_female_
700015236	158742018	1	female	"BCM,BI"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700015236_from_subject_158742018__sex_female_
700015239	158742018	1	female	"BCM,BI"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700015239_from_subject_158742018__sex_female_
700015242	158742018	1	female	"BCM,BI"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700015242_from_subject_158742018__sex_female_
700015245	158802708	1	male	"JCVI,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700015245_from_subject_158802708__sex_male_
700015257	158802708	1	male	"JCVI,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015257_from_subject_158802708__sex_male_
700015263	158802708	1	male	"JCVI,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015263_from_subject_158802708__sex_male_
700015266	158802708	1	male	"JCVI,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015266_from_subject_158802708__sex_male_
700015269	158802708	1	male	"JCVI,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015269_from_subject_158802708__sex_male_
700015272	158802708	1	male	"JCVI,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015272_from_subject_158802708__sex_male_
700015275	158802708	1	male	"JCVI,WUGC"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015275_from_subject_158802708__sex_male_
700015278	158802708	1	male	"JCVI,WUGC"	Throat	NA	NA	HMP_Human_metagenome_sample_700015278_from_subject_158802708__sex_male_
700015281	158802708	1	male	"JCVI,WUGC"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015281_from_subject_158802708__sex_male_
700015284	158802708	1	male	"JCVI,WUGC"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015284_from_subject_158802708__sex_male_
700015287	158802708	1	male	"JCVI,WUGC"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015287_from_subject_158802708__sex_male_
700015290	158802708	1	male	"JCVI,WUGC"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015290_from_subject_158802708__sex_male_
700015293	158802708	1	male	"JCVI,WUGC"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015293_from_subject_158802708__sex_male_
700015296	158802708	1	male	"JCVI,WUGC"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015296_from_subject_158802708__sex_male_
700015299	158802708	1	male	"JCVI,WUGC"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015299_from_subject_158802708__sex_male_
700015386	159025240	1	female	"JCVI,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700015386_from_subject_159025240__sex_female_
700015390	158924089	1	male	"JCVI,WUGC"	Stool	NA	NA	HMP_Human_metagenome_sample_700015390_from_subject_158924089__sex_male_
700015394	158944319	1	female	"JCVI,BI"	Stool	NA	NA	HMP_Human_metagenome_sample_700015394_from_subject_158944319__sex_female_
700015422	158944319	1	female	"JCVI,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015422_from_subject_158944319__sex_female_
700015428	158944319	1	female	"JCVI,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015428_from_subject_158944319__sex_female_
700015431	158944319	1	female	"JCVI,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015431_from_subject_158944319__sex_female_
700015434	158944319	1	female	"JCVI,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015434_from_subject_158944319__sex_female_
700015437	158944319	1	female	"JCVI,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015437_from_subject_158944319__sex_female_
700015440	159025240	1	female	"JCVI,BI"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015440_from_subject_159025240__sex_female_
700015442	159025240	1	female	"JCVI,BI"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015442_from_subject_159025240__sex_female_
700015443	159025240	1	female	"JCVI,BI"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015443_from_subject_159025240__sex_female_
700015444	159025240	1	female	"JCVI,BI"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015444_from_subject_159025240__sex_female_
700015445	159025240	1	female	"JCVI,BI"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015445_from_subject_159025240__sex_female_
700015446	159025240	1	female	"JCVI,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015446_from_subject_159025240__sex_female_
700015447	159025240	1	female	"JCVI,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700015447_from_subject_159025240__sex_female_
700015448	159025240	1	female	"JCVI,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015448_from_subject_159025240__sex_female_
700015449	159025240	1	female	"JCVI,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015449_from_subject_159025240__sex_female_
700015450	159025240	1	female	"JCVI,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015450_from_subject_159025240__sex_female_
700015451	159025240	1	female	"JCVI,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015451_from_subject_159025240__sex_female_
700015452	159025240	1	female	"JCVI,BI"	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015452_from_subject_159025240__sex_female_
700015453	159025240	1	female	"JCVI,BI"	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700015453_from_subject_159025240__sex_female_
700015454	159025240	1	female	"JCVI,BI"	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700015454_from_subject_159025240__sex_female_
700015455	159025240	1	female	"JCVI,BI"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700015455_from_subject_159025240__sex_female_
700015456	159025240	1	female	"JCVI,BI"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700015456_from_subject_159025240__sex_female_
700015457	159025240	1	female	"JCVI,BI"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700015457_from_subject_159025240__sex_female_
700015544	158944319	1	female	"JCVI,BI"	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700015544_from_subject_158944319__sex_female_
700015545	158944319	1	female	"JCVI,BI"	Throat	NA	NA	HMP_Human_metagenome_sample_700015545_from_subject_158944319__sex_female_
700015550	158944319	1	female	"JCVI,BI"	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015550_from_subject_158944319__sex_female_
700015553	158944319	1	female	"JCVI,BI"	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700015553_from_subject_158944319__sex_female_
700015556	158944319	1	female	"JCVI,BI"	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015556_from_subject_158944319__sex_female_
700015559	158944319	1	female	"JCVI,BI"	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700015559_from_subject_158944319__sex_female_
700015571	158944319	1	female	"JCVI,BI"	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700015571_from_subject_158944319__sex_female_
700015574	158944319	1	female	"JCVI,BI"	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700015574_from_subject_158944319__sex_female_
700015577	158944319	1	female	"JCVI,BI"	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700015577_from_subject_158944319__sex_female_
700015631	158924089	1	male	"JCVI,WUGC"	Saliva	NA	NA	HMP_Human_metagenome_sample_700015631_from_subject_158924089__sex_male_
700015639	158924089	1	male	"JCVI,WUGC"	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700015639_from_subject_158924089__sex_male_
700015642	158924089	1	male	"JCVI,WUGC"	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700015642_from_subject_158924089__sex_male_
700015645	158924089	1	male	"JCVI,WUGC"	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700015645_from_subject_158924089__sex_male_
700015648	158924089	1	male	"JCVI,WUGC"	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700015648_from_subject_158924089__sex_male_
